# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 12 01:24:12 2021
#
# CONSTRAINT:  where (default_flag >0
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-700 b,TOI-700,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,9.97702000,0.00024000,-0.00028000,0,0.067700,0.001100,-0.001100,0,1.037,0.065,-0.064,0,0.093,0.006,-0.006,0,,,,,,,,,,0.081000,0.095000,-0.058000,0,5.00,0.61,-0.57,0,417,12,-12,0,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,,3461.00,66.00,-66.00,0,0.42,0.02,-0.02,0,0.41,0.02,-0.02,0,-0.070,0.110,-0.110,0,[Fe/H],4.80,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265000,0.0206000,-0.0206000,13.1510000,0.0690000,-0.0690000,8.6340000,0.0230000,-0.0230000,12.0665000,0.0004780,-0.0004780,2020-07-17,2020-01,2020-07-23
TOI-700 c,TOI-700,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,16.05111000,0.00006200,-0.00006300,0,0.092900,0.001500,-0.001500,0,2.650,0.160,-0.150,0,0.236,0.014,-0.013,0,,,,,,,,,,0.078000,0.075000,-0.056000,0,2.66,0.32,-0.29,0,356,10,-10,0,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,,3461.00,66.00,-66.00,0,0.42,0.02,-0.02,0,0.41,0.02,-0.02,0,-0.070,0.110,-0.110,0,[Fe/H],4.80,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265000,0.0206000,-0.0206000,13.1510000,0.0690000,-0.0690000,8.6340000,0.0230000,-0.0230000,12.0665000,0.0004780,-0.0004780,2020-07-17,2020-01,2020-07-23
TOI-700 d,TOI-700,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,37.42475000,0.00036000,-0.00040000,0,0.163300,0.002600,-0.002700,0,1.144,0.062,-0.061,0,0.102,0.006,-0.005,0,,,,,,,,,,0.111000,0.140000,-0.078000,0,0.85,0.10,-0.10,0,269,8,-8,0,0,<a refstr=RODRIGUEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200100954R/abstract target=ref>Rodriguez et al. 2020</a>,,3461.00,66.00,-66.00,0,0.42,0.02,-0.02,0,0.41,0.02,-0.02,0,-0.070,0.110,-0.110,0,[Fe/H],4.80,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,31.1265000,0.0206000,-0.0206000,13.1510000,0.0690000,-0.0690000,8.6340000,0.0230000,-0.0230000,12.0665000,0.0004780,-0.0004780,2020-07-17,2020-01,2020-07-23
TOI-763 b,TOI-763,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200812535F/abstract target=ref>Fridlund et al. 2020</a>,5.60570000,0.00130000,-0.00130000,0,0.060000,0.000600,-0.000600,0,2.280,0.110,-0.110,0,0.203,0.010,-0.010,0,9.79000,0.78000,-0.78000,0,0.03080,0.00245,-0.00245,0,Mass,0.040000,0.040000,-0.030000,0,,,,,1038,16,-16,0,0,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200812535F/abstract target=ref>Fridlund et al. 2020</a>,G,5450.00,60.00,-60.00,0,0.90,0.01,-0.01,0,0.92,0.03,-0.03,0,0.010,0.050,-0.050,0,[Fe/H],4.45,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h57m52.34s,194.4680980,-39d45m29.02s,-39.7580613,95.1274000,0.4536000,-0.4495000,10.2650000,0.0230000,-0.0230000,8.4900000,0.0210000,-0.0210000,9.9991500,0.0002370,-0.0002370,2020-09-17,2020-08,2020-09-24
TOI-763 c,TOI-763,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200812535F/abstract target=ref>Fridlund et al. 2020</a>,12.27370000,0.00530000,-0.00770000,0,0.101100,0.001000,-0.001000,0,2.630,0.120,-0.120,0,0.235,0.011,-0.011,0,9.32000,1.02000,-1.02000,0,0.02932,0.00321,-0.00321,0,Mass,0.040000,0.040000,-0.030000,0,,,,,800,12,-12,0,0,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200812535F/abstract target=ref>Fridlund et al. 2020</a>,G,5450.00,60.00,-60.00,0,0.90,0.01,-0.01,0,0.92,0.03,-0.03,0,0.010,0.050,-0.050,0,[Fe/H],4.45,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h57m52.34s,194.4680980,-39d45m29.02s,-39.7580613,95.1274000,0.4536000,-0.4495000,10.2650000,0.0230000,-0.0230000,8.4900000,0.0210000,-0.0210000,9.9991500,0.0002370,-0.0002370,2020-09-17,2020-08,2020-09-24
TOI-776 b,TOI-776,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200908338L/abstract target=ref>Luque et al. 2020</a>,8.24661000,0.00005000,-0.00004000,0,0.065200,0.001500,-0.001500,0,1.850,0.130,-0.130,0,0.165,0.012,-0.012,0,4.00000,0.90000,-0.90000,0,0.01259,0.00283,-0.00283,0,Mass,0.060000,0.030000,-0.020000,0,11.50,0.60,-0.60,0,514,17,-17,0,0,<a refstr=LUQUE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200908338L/abstract target=ref>Luque et al. 2020</a>,M1 V,3709.00,70.00,-70.00,0,0.54,0.02,-0.02,0,0.54,0.03,-0.03,0,-0.200,0.120,-0.120,0,[Fe/H],4.73,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m18.72s,178.5779970,-37d33m12.08s,-37.5533568,27.1701000,0.0320500,-0.0320500,11.5360000,0.0410000,-0.0410000,7.6150000,0.0200000,-0.0200000,10.7409000,0.0004780,-0.0004780,2021-01-04,2020-09,2021-01-11
TOI-776 c,TOI-776,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200908338L/abstract target=ref>Luque et al. 2020</a>,15.66530000,0.00040000,-0.00030000,0,0.100000,0.002400,-0.002400,0,2.020,0.140,-0.140,0,0.180,0.012,-0.012,0,5.30000,1.80000,-1.80000,0,0.01668,0.00566,-0.00566,0,Mass,0.040000,0.020000,-0.010000,0,4.90,0.20,-0.20,0,415,14,-14,0,0,<a refstr=LUQUE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200908338L/abstract target=ref>Luque et al. 2020</a>,M1 V,3709.00,70.00,-70.00,0,0.54,0.02,-0.02,0,0.54,0.03,-0.03,0,-0.200,0.120,-0.120,0,[Fe/H],4.73,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m18.72s,178.5779970,-37d33m12.08s,-37.5533568,27.1701000,0.0320500,-0.0320500,11.5360000,0.0410000,-0.0410000,7.6150000,0.0200000,-0.0200000,10.7409000,0.0004780,-0.0004780,2021-01-04,2020-09,2021-01-11
TOI-813 b,TOI-813,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EISNER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.494..750E/abstract target=ref>Eisner et al. 2020</a>,83.89110000,0.00270000,-0.00310000,0,0.423000,0.031000,-0.037000,0,6.710,0.380,-0.380,0,0.599,0.034,-0.034,0,,,,,,,,,,0.000000,,,0,23.10,4.60,-3.10,0,610,28,-21,0,0,<a refstr=EISNER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.494..750E/abstract target=ref>Eisner et al. 2020</a>,G0 IV,5907.00,150.00,-150.00,0,1.94,0.10,-0.10,0,1.32,0.06,-0.06,0,0.100,0.100,-0.100,0,[Fe/H],3.86,0.14,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h50m46.56s,72.6940102,-60d54m19.66s,-60.9054608,263.1450000,1.5780000,-1.5600000,10.3580000,0.0060000,-0.0060000,9.0290000,0.0190000,-0.0190000,10.2352000,0.0004170,-0.0004170,2020-01-23,2020-01,2020-01-30
TOI-824 b,TOI-824,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,1.39297800,0.00001800,-0.00001700,0,0.021770,0.000320,-0.000320,0,2.926,0.202,-0.191,0,0.261,0.018,-0.017,0,18.46700,1.84300,-1.87500,0,0.05810,0.00580,-0.00590,0,Mass,,,,,412.00,51.00,-46.00,0,1253,38,-37,0,0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,K4 V,4600.00,110.00,-100.00,0,0.69,0.03,-0.03,0,0.71,0.03,-0.03,0,-0.092,0.076,-0.077,0,[Fe/H],4.61,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h48m39.71s,222.1654705,-57d35m19.92s,-57.5888666,63.9262000,0.1435000,-0.1428000,11.3140000,0.0150000,-0.0150000,8.4320000,0.0380000,-0.0380000,10.7616000,0.0003740,-0.0003740,2020-09-17,2020-10,2020-09-24
TOI-837 b,TOI-837,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BOUMA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200907845B/abstract target=ref>Bouma et al. 2020</a>,8.32487620,0.00001570,-0.00001570,0,,,,,8.631,1.009,-1.009,0,0.770,0.090,-0.090,0,381.39600,,,1,1.20000,,,1,Msini,0.000000,,,0,,,,,,,,,0,<a refstr=BOUMA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200907845B/abstract target=ref>Bouma et al. 2020</a>,G0/F9 V,6047.00,162.00,-162.00,0,1.02,0.08,-0.08,0,1.12,0.06,-0.06,0,-0.069,0.042,-0.042,0,[Fe/H[,4.47,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m08.95s,157.0372806,-64d30m18.76s,-64.5052107,142.4880000,0.4610000,-0.4580000,10.6350000,0.0070000,-0.0070000,8.9330000,0.0260000,-0.0260000,10.3560000,0.0006670,-0.0006670,2020-10-16,2020-09,2020-10-22
TOI-849 b,TOI-849,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200310314A/abstract target=ref>Armstrong et al. 2020</a>,0.76552414,0.00000262,-0.00000279,0,0.015980,0.000130,-0.000140,0,3.444,0.157,-0.115,0,0.307,0.014,-0.010,0,39.09000,2.66000,-2.55000,0,0.12299,0.00837,-0.00802,0,Mass,0.000000,0.000000,0.000000,0,,,,,,,,,0,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200310314A/abstract target=ref>Armstrong et al. 2020</a>,G,5373.80,42.50,-41.20,0,0.92,0.03,-0.02,0,0.93,0.02,-0.02,0,0.190,0.030,-0.030,0,[Fe/H],4.48,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h54m51.79s,28.7157956,-29d25m18.15s,-29.4217086,225.7340000,1.5690000,-1.5470000,11.9810000,0.0340000,-0.0340000,10.4180000,0.0230000,-0.0230000,12.0645000,0.0001870,-0.0001870,2020-07-02,2020-03,2020-07-09
TOI-892 b,TOI-892,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,10.62656000,0.00007000,-0.00007000,0,0.092000,0.005000,-0.005000,0,11.994,0.224,-0.224,0,1.070,0.020,-0.020,0,301.93850,22.24810,-22.24810,0,0.95000,0.07000,-0.07000,0,Mass,0.125000,,,1,,,,,1397,40,-40,0,0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,F,6261.00,80.00,-80.00,0,1.39,0.02,-0.02,0,1.28,0.03,-0.02,0,0.240,0.050,-0.050,0,[Fe/H],4.26,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m57.17s,86.7382280,-11d14m07.22s,-11.2353401,340.5430000,4.8940000,-4.7600000,11.4300000,0.0140000,-0.0140000,10.1060000,0.0190000,-0.0190000,11.3435000,0.0004630,-0.0004630,2020-12-10,2020-11,2020-12-17
TOI-905 b,TOI-905,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,3.73949400,0.00003800,-0.00003800,0,0.046660,0.000960,-0.001100,0,13.126,0.594,-0.572,0,1.171,0.053,-0.051,0,211.99261,13.34886,-13.03103,0,0.66700,0.04200,-0.04100,0,Mass,0.024000,0.025000,-0.017000,0,337.00,46.00,-38.00,0,1192,39,-36,0,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,,5570.00,150.00,-140.00,0,0.92,0.04,-0.04,0,0.97,0.06,-0.07,0,0.140,0.220,-0.180,0,[Fe/H],4.50,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m38.08s,227.6586754,-71d21m41.87s,-71.3616316,158.6490000,0.7250000,-0.7180000,11.0800000,0.0140000,-0.0140000,9.4480000,0.0190000,-0.0190000,11.0813000,0.0004140,-0.0004140,2021-02-08,2020-11,2021-02-11
TOI-942 b,TOI-942,1,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,4.32419000,0.00003000,-0.00003000,0,0.047960,0.000730,-0.000650,0,4.810,0.200,-0.200,0,0.429,0.018,-0.018,0,826.35800,,,1,2.60000,,,1,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,,4928.00,125.00,-85.00,0,1.02,0.02,-0.02,0,0.79,0.04,-0.03,0,-0.221,0.131,-0.076,0,[Fe/H],4.31,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126,152.6010000,0.6950000,-0.6890000,11.9820000,0.0260000,-0.0260000,9.6390000,0.0230000,-0.0230000,11.6346000,0.0015710,-0.0015710,2020-12-10,2021-01,2020-12-17
TOI-942 c,TOI-942,1,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,10.15643000,0.00006900,-0.00007900,0,0.084700,0.001200,-0.001100,0,5.790,0.190,-0.180,0,0.517,0.017,-0.016,0,794.57500,,,1,2.50000,,,1,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,,4928.00,125.00,-85.00,0,1.02,0.02,-0.02,0,0.79,0.04,-0.03,0,-0.221,0.131,-0.076,0,[Fe/H],4.31,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126,152.6010000,0.6950000,-0.6890000,11.9820000,0.0260000,-0.0260000,9.6390000,0.0230000,-0.0230000,11.6346000,0.0015710,-0.0015710,2020-12-10,2021-01,2020-12-17
TOI-954 b,TOI-954,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SHA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201014436S/abstract target=ref>Sha et al. 2020</a>,3.68497290,0.00000270,-0.00000280,0,0.049630,0.000890,-0.000900,0,9.550,0.594,-0.695,0,0.852,0.053,-0.062,0,55.30242,5.72094,-5.40311,0,0.17400,0.01800,-0.01700,0,Mass,0.140000,0.180000,-0.110000,0,1393.00,66.00,-62.00,0,1526,123,-164,0,0,<a refstr=SHA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201014436S/abstract target=ref>Sha et al. 2020</a>,,5710.00,53.00,-49.00,0,1.89,0.08,-0.08,0,1.20,0.07,-0.06,0,0.215,0.050,-0.051,0,[Fe/H],3.96,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h07m45.85s,61.9410587,-25d12m31.69s,-25.2088028,238.7680000,1.9050000,-1.8750000,10.3430000,0.0050000,-0.0050000,8.7790000,0.0230000,-0.0230000,10.2321000,0.0002230,-0.0002230,2020-11-13,2020-10,2020-11-19
